,job_id,country,region,city,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
223,224,US, CA,Other,0,1,1,Contract,,Bachelor's Degree,0
224,225,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
225,226,GB, LND, London,0,1,0,Full-time,Entry level,Bachelor's Degree,0
226,227,US, CA,Other,0,1,1,Contract,,Bachelor's Degree,0
227,228,GB,Other,Other,0,0,0,Full-time,Not Applicable,Unspecified,0
228,229,US,Other,Other,0,1,1,Full-time,Associate,High School or equivalent,0
229,230,US,Other,Other,0,0,0,Full-time,Associate,Certification,0
230,231,US,,,0,1,0,Full-time,Entry level,High School or equivalent,0
231,232,US, IL,Other,0,1,1,Contract,,Bachelor's Degree,0
232,233,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
233,234,GB, LND, London,0,1,0,Full-time,Associate,Bachelor's Degree,0
234,235,,,,0,1,1,,,,0
235,236,GB, ,Other,0,1,0,,Not Applicable,High School or equivalent,0
236,237,US,Other,Other,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,0
237,238,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
238,239,Other,Other,Other,0,1,1,Full-time,Not Applicable,Unspecified,0
239,240,US,Other,Other,0,0,0,Full-time,,,0
240,241,US, TX,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
241,242,GB, LND, London,0,1,1,Full-time,Associate,Bachelor's Degree,0
242,243,GB,Other, ,0,0,1,Full-time,Not Applicable,Unspecified,0
243,244,Other,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
244,245,US, IL,Other,0,0,0,,,,0
245,246,GB,Other, London,0,1,1,Full-time,Entry level,Bachelor's Degree,0
246,247,US, CA,Other,0,1,1,Contract,,Bachelor's Degree,0
247,248,GB,Other, London,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
248,249,GB, LND, London,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
249,250,GB, , ,0,1,0,Full-time,,,0
250,251,Other,Other,Other,0,1,0,Full-time,,,0
251,252,GB, LND, London,0,1,0,Full-time,Associate,Bachelor's Degree,0
252,253,US,Other,Other,0,0,0,Full-time,,,0
253,254,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
254,255,US, IL,Other,0,0,0,Full-time,,,0
255,256,GB,Other, London,0,1,1,Full-time,Associate,Bachelor's Degree,0
256,257,US, NY, New York,0,1,0,Full-time,,,0
257,258,US, FL,Other,0,1,0,Full-time,Not Applicable,Unspecified,0
258,259,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
259,260,US,Other,Other,0,0,1,Full-time,Mid-Senior level,Unspecified,0
260,261,GB,Other,Other,0,1,1,,Not Applicable,High School or equivalent,0
261,262,US,Other,Other,0,0,1,Full-time,Entry level,High School or equivalent,0
262,263,US, NY, New York,0,1,1,Full-time,Mid-Senior level,Unspecified,0
263,264,GB, ,Other,0,1,0,Full-time,Not Applicable,High School or equivalent,0
264,265,US,Other,Other,0,0,0,Contract,Mid-Senior level,,0
265,266,US, NY, New York,0,1,0,,,,0
266,267,US, CA,Other,0,0,0,,,,0
267,268,US, NY, New York,0,1,0,Full-time,Entry level,High School or equivalent,0
268,269,GR, , ,0,1,0,Full-time,Mid-Senior level,,0
269,270,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
270,271,US, CA,Other,0,1,0,,,,0
271,272,US, TX,Other,0,1,0,Full-time,,,0
272,273,US,Other,Other,0,0,0,Full-time,,,0
273,274,US, IL,Other,0,1,1,Contract,,Bachelor's Degree,0
274,275,Other,Other,Other,0,1,1,Full-time,,,0
275,276,Other,Other, ,0,1,1,Full-time,Not Applicable,Master's Degree,0
276,277,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
277,278,Other,Other,Other,0,1,1,Full-time,Associate,,0
278,279,US, FL,Other,0,1,0,Contract,,Bachelor's Degree,0
279,280,US, NY, New York,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
280,281,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
281,282,US, TX,Other,0,1,1,Full-time,Director,Bachelor's Degree,0
282,283,US,Other,Other,0,1,1,Full-time,,,0
283,284,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
284,285,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
285,286,US, CA,Other,0,1,0,Full-time,Entry level,Unspecified,0
286,287,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
287,288,US,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
288,289,US,Other,Other,0,1,0,,,,0
289,290,US,Other,Other,1,1,1,Other,Internship,Bachelor's Degree,0
290,291,US, , ,0,1,0,,,,0
291,292,US, NY, New York,0,1,0,Full-time,Associate,Bachelor's Degree,0
292,293,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
293,294,US,Other,Other,0,1,0,Full-time,Entry level,,0
294,295,GB, LND, London,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
295,296,GB,Other, London,0,1,1,Full-time,Entry level,Bachelor's Degree,0
296,297,Other,Other,Other,0,1,1,Full-time,,,0
297,298,US, TX,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
298,299,US, TX,Other,0,1,0,Full-time,Not Applicable,Unspecified,0
299,300,US,Other,Other,0,1,0,Part-time,Entry level,High School or equivalent,0
300,301,US,Other,Other,0,1,0,Full-time,Entry level,,0
301,302,Other,Other,Other,0,1,0,Full-time,Entry level,Unspecified,0
302,303,US, TX,Other,0,1,0,Full-time,Not Applicable,Unspecified,0
303,304,US,Other,Other,0,0,0,Full-time,Not Applicable,Bachelor's Degree,0
304,305,US, CA,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
305,306,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
306,307,US, NY, New York,0,1,0,Full-time,Entry level,High School or equivalent,0
307,308,Other,Other,Other,0,1,1,Full-time,Associate,,0
308,309,Other, , ,0,1,0,Contract,Not Applicable,,0
309,310,US, TX,Other,0,1,1,Contract,,Bachelor's Degree,0
310,311,GB, , ,0,1,0,,,,0
311,312,US, IL,Other,0,1,0,Part-time,Entry level,High School or equivalent,0
312,313,Other, , ,0,1,0,Full-time,Mid-Senior level,,0
313,314,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
314,315,Other,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
315,316,US,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
316,317,Other, , ,0,1,1,Full-time,,,0
317,318,GB,Other, London,0,1,1,Full-time,Entry level,Bachelor's Degree,0
318,319,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
319,320,GR, I, Athens,0,1,0,Full-time,,Bachelor's Degree,0
320,321,GB, LND, London,0,1,0,Full-time,Mid-Senior level,,0
321,322,US,Other,Other,0,1,0,Full-time,,Unspecified,0
322,323,US, CA,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
323,324,US,Other,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
324,325,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
325,326,,,,0,1,0,,,,0
326,327,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
327,328,GR,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
328,329,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
329,330,US,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
330,331,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
331,332,US, , ,0,1,0,,,,0
332,333,US, , ,1,1,1,Contract,,,0
333,334,Other,Other,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
334,335,US, NY,Other,0,1,0,Full-time,Entry level,,0
335,336,US, CA,Other,0,1,0,,,,0
336,337,Other,Other,Other,0,1,0,Other,Internship,High School or equivalent,0
337,338,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
338,339,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
339,340,US, NY, ,0,1,0,,,,0
340,341,GB,Other, London,0,1,1,Full-time,,,0
341,342,US,Other,Other,0,1,1,Temporary,,,0
342,343,US, TX, ,0,1,0,Full-time,Director,Bachelor's Degree,0
343,344,GR, I,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
344,345,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
345,346,Other,Other,Other,0,1,0,Full-time,Not Applicable,Unspecified,0
346,347,CA,Other,Other,0,0,1,,,,0
347,348,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
348,349,Other, ,Other,0,1,0,,,,0
349,350,,,,0,1,0,,,,0
350,351,US, FL,Other,0,1,0,Full-time,Associate,,0
351,352,Other,Other,Other,0,1,1,Full-time,,,0
352,353,GR, I, Athens,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,0
353,354,Other,Other,Other,0,1,0,,,,0
354,355,US, , ,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
355,356,US,Other,Other,0,1,1,Full-time,,Bachelor's Degree,0
356,357,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
357,358,US, IL,Other,0,0,0,Contract,Associate,,1
358,359,US, NY, New York,0,1,0,Part-time,Entry level,High School or equivalent,0
359,360,CA,Other,Other,0,1,0,Part-time,,,0
360,361,US,Other,Other,1,0,0,Part-time,,,0
361,362,GB,Other, London,0,1,1,Full-time,Associate,Bachelor's Degree,0
362,363,US,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
363,364,Other,Other,Other,0,1,1,Full-time,Director,Bachelor's Degree,0
364,365,GB, , London,0,1,1,,,,0
365,366,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
366,367,US, IL,Other,1,1,1,Full-time,Director,Associate Degree,0
367,368,GB, ,Other,0,1,1,,Not Applicable,High School or equivalent,0
368,369,US,,,0,0,0,Full-time,Entry level,Bachelor's Degree,0
369,370,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
370,371,US, CA,Other,0,0,1,,,,0
371,372,US,Other,Other,0,1,1,Full-time,Director,Bachelor's Degree,0
372,373,US, CA,Other,0,1,1,Full-time,Internship,Master's Degree,0
373,374,US, TX,Other,0,0,0,Full-time,,,0
374,375,US,Other,Other,0,0,0,Full-time,Mid-Senior level,High School or equivalent,0
375,376,US, NY, New York,0,1,0,Full-time,Entry level,High School or equivalent,0
376,377,US, NY, New York,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
377,378,US, TX,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
378,379,US,Other,Other,0,0,1,Full-time,Associate,Bachelor's Degree,0
379,380,GB, , ,0,1,1,Full-time,,,0
380,381,US, NY, New York,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
381,382,CA,Other,Other,0,1,1,Full-time,,,0
382,383,US, NY, New York,0,0,0,Full-time,Mid-Senior level,,0
383,384,US, NY, New York,0,1,1,Full-time,Not Applicable,,0
384,385,US, IL,Other,0,0,0,Full-time,,,0
385,386,US, CA,Other,0,0,1,Full-time,Mid-Senior level,Unspecified,0
386,387,US,Other, Athens,0,1,1,Contract,,Bachelor's Degree,0
387,388,US, NY, New York,0,1,1,Full-time,Mid-Senior level,Unspecified,0
388,389,Other,Other,Other,0,1,1,Full-time,,,0
389,390,Other,Other,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
390,391,Other,Other, ,0,1,1,Full-time,Mid-Senior level,Master's Degree,0
391,392,CA,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
392,393,US,,,0,1,0,,,,0
393,394,US,Other,Other,0,1,0,Part-time,Entry level,High School or equivalent,0
394,395,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
395,396,US,Other,Other,0,0,0,Contract,,,0
396,397,Other,Other,Other,0,1,0,,,,0
397,398,US, IL,Other,1,1,1,Full-time,Mid-Senior level,,0
398,399,US,Other,Other,0,1,0,Full-time,Mid-Senior level,,0
399,400,Other,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
400,401,Other,Other,Other,0,1,0,,,,0
401,402,US, CA,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
